timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1692755899855578700,-2.0,-4.0,-8.0,-23.0,36.0,18.0,2.0,1.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899858578500,-2.0,-9.0,11.0,-4.0,-9.0,-10.0,-2.0,-2.0,1.381454349,-5.257667065,8.741230011,-0.059954058,0.004796324,-0.010392036,-43.0,-9.0,10.0,18.0,46.0,3.203441858,1.948880196,9.939528465,-0.027845331,-0.067015313,-0.004396631,228.0,83.0,62.0,76.0,302.0
1692755899859574200,-2.0,-9.0,11.0,-4.0,-9.0,-10.0,-2.0,-2.0,1.388636947,-5.291185856,8.731653214,-0.059687596,0.006794794,-0.012523737,-35.0,-14.0,12.0,22.0,46.0,3.210624456,1.991975784,9.922768593,0.01398928,-0.068614088,0.001598775,238.0,94.0,62.0,78.0,300.0
1692755899860574200,-2.0,-9.0,11.0,-4.0,-9.0,-10.0,-2.0,-2.0,1.387439847,-5.293580055,8.73404789,-0.059554365,0.006928025,-0.012656967,-46.0,-13.0,11.0,20.0,46.0,3.214215755,1.999158382,9.928754807,0.015987748,-0.068880551,0.001598775,238.0,93.0,62.0,79.0,306.0
1692755899861574200,-2.0,-9.0,11.0,-4.0,-9.0,-10.0,-2.0,-2.0,1.388636947,-5.293580055,8.72806263,-0.059154671,0.007327718,-0.012656967,-44.0,-15.0,7.0,15.0,46.0,3.220201254,2.006340981,9.927556992,0.01825268,-0.068880551,0.00106585,238.0,94.0,63.0,77.0,304.0
1692755899861576400,1.0,19.0,-8.0,-35.0,-26.0,-15.0,-3.0,0.0,1.388636947,-5.293580055,8.72806263,-0.059154671,0.007327718,-0.012656967,-44.0,-15.0,7.0,15.0,46.0,3.220201254,2.006340981,9.927556992,0.01825268,-0.068880551,0.00106585,238.0,94.0,63.0,77.0,304.0
1692755899862574200,1.0,19.0,-8.0,-35.0,-26.0,-15.0,-3.0,0.0,1.389834046,-5.289988518,8.72806263,-0.058754977,0.007327718,-0.012790199,-43.0,-13.0,3.0,15.0,45.0,3.228580952,2.011129379,9.923966408,0.020117918,-0.069013782,0.000799387,243.0,88.0,62.0,78.0,304.0
1692755899863574200,-1.0,8.0,-4.0,33.0,-35.0,-3.0,-5.0,-4.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899867571900,-3.0,-17.0,-9.0,-40.0,-46.0,-18.0,-2.0,-3.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899868571200,2.0,7.0,14.0,87.0,113.0,27.0,9.0,6.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
